address,bank,rating,review_title_by_user,review,rating_title_by_user,useful_count,polarity,compound,Sentiment_Category,cleaned_review,label
Lincoln,HSBC,5.0,"""Best savings account""","I am using HSBC Bank savings account. This is a salary cums savings, so no need to maintain minimum balance. Whenever i do cash withdrawal, am getting alert messages. Mobile application and Internet banking was good, customer service was fine.",Blown Away!,0,"{'neg': 0.067, 'neu': 0.747, 'pos': 0.187, 'compound': 0.4825}",0.4825,Neutral,i am using hsbc bank savings account this is a salary cums savings so no need to maintain minimum balance whenever i do cash withdrawal am getting alert messages mobile application and internet banking was good customer service was fine ,1
Hull,HSBC,4.0,"""Good service """,My salary account is maintained in HSBC for the past 6 years. I use to get offer message from this bank for both loan and credit card. No need to maintain a minimum balance also.  There is no ATM charge in this bank. I use to get offers message for other products as well. Overall its good service.,Great!,0,"{'neg': 0.072, 'neu': 0.803, 'pos': 0.125, 'compound': 0.4939}",0.4939,Neutral,my salary account is maintained in hsbc for the past 6 years i use to get offer message from this bank for both loan and credit card no need to maintain a minimum balance also there is no atm charge in this bank i use to get offers message for other products as well overall its good service ,1
Hull,Santander,4.0,"""Good account """,I am having a saving account with Santander for more than 8 years. Need to maintain a minimum balance of 5K. I use to get alert message on time whenever I do a transaction. There is ATM charges on monthly basis. So far no issue by holding an account with this bank.,Great!,0,"{'neg': 0.094, 'neu': 0.861, 'pos': 0.045, 'compound': -0.3353}",-0.3353,To be Improved,i am having a saving account with santander for more than 8 years need to maintain a minimum balance of 5k i use to get alert message on time whenever i do a transaction there is atm charges on monthly basis so far no issue by holding an account with this bank ,1
Cardiff,Unknown,5.0,"""Good Service""",I have salary account with oriental bank of commerce .I am using this account for the past 4 years .I am using net Banking service which is very useful to track account status.Each transaction will be safe always and not faced any fraudulent transaction.Everything was good to me so far .,Blown Away!,0,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.8915}",0.8915,Blown Away,i have salary account with oriental bank of commerce i am using this account for the past 4 years i am using net banking service which is very useful to track account status each transaction will be safe always and not faced any fraudulent transaction everything was good to me so far ,1
Cardiff,Metro Bank,3.0,"""Need to improve the customer service """,I had opened a saving account with CANARA Bank for my personal need. But in my home town there is only one ATM machine is available and the customer support is not good response. Due to this reason I am not using much and also I am not getting any offers. Generally I use to maintain 400 pounds in my account.,Satisfactory,1,"{'neg': 0.051, 'neu': 0.89, 'pos': 0.059, 'compound': 0.1131}",0.1131,Neutral,i had opened a saving account with canara bank for my personal need but in my home town there is only one atm machine is available and the customer support is not good response due to this reason i am not using much and also i am not getting any offers generally i use to maintain 400 pounds in my account ,0
Woking,Unknown,5.0,"""Excellent Service""",I am using Central Bank Of UK Salary account for the past 7 to 8 years .I am using net banking service which i used for money transfer .If have any query and contact customer service then will be getting good response.All transaction will be safe and secure .I am satisfied wit the overall banking service.,Blown Away!,3,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.875}",0.875,Blown Away,i am using central bank of uk salary account for the past 7 to 8 years i am using net banking service which i used for money transfer if have any query and contact customer service then will be getting good response all transaction will be safe and secure i am satisfied wit the overall banking service ,1
Kettering,Santander,5.0,"""Good service""",I am holding saving come salary account with Santander for the past 30 years. There is no any hidden charges in this account. But I need to maintain a minimum balance of 3500K. Nowadays I am not getting alert message only for some time receiving from their end. I use to get card offer messages but once I had applied its not applicable to process further.,Blown Away!,0,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.5396}",-0.5396,To be Improved,i am holding saving come salary account with santander for the past 30 years there is no any hidden charges in this account but i need to maintain a minimum balance of 3500k nowadays i am not getting alert message only for some time receiving from their end i use to get card offer messages but once i had applied its not applicable to process further ,1
Hull,Lloyds Bank,3.0,"""Need to improve  their service""",I have been  using Lloyds Bank saving account for more than 3 years. They need to improve their service which is not good. Because if I raise any query and regarding for cheque I wont get proper solution from bank end. I am using mobile app and net banking both are user friendly to access. Only ATMs are near from my place.,Satisfactory,1,"{'neg': 0.069, 'neu': 0.835, 'pos': 0.096, 'compound': 0.4082}",0.4082,Neutral,i have been using lloyds bank saving account for more than 3 years they need to improve their service which is not good because if i raise any query and regarding for cheque i wont get proper solution from bank end i am using mobile app and net banking both are user friendly to access only atms are near from my place ,0
Hull,Unknown,2.0,"""Need to improve  customer service""",I am holding United KingdomN OVERSEAS BANK for the past 5 years. Since its government bank there is no proper response whenever contact their service either bank service or customer support.  I use mobile app and net banking both are user friendly to access. ATM and branches are far away to reach them. There is minimum charges of atm of less than 100 pounds.,Expected more,5,"{'neg': 0.062, 'neu': 0.796, 'pos': 0.142, 'compound': 0.6705}",0.6705,Neutral,i am holding united kingdomn overseas bank for the past 5 years since its government bank there is no proper response whenever contact their service either bank service or customer support i use mobile app and net banking both are user friendly to access atm and branches are far away to reach them there is minimum charges of atm of less than 100 pounds ,0
Hartlepool,Barclays,5.0,"""Best savings account""","I am holding saving account with Barclays Bank more than 3.5 years. Mobile application is user friendly and is it very useful to view the countryment and fund transactions. There is no charges for debit card. ATMs are not  sufficient, very less and i need not to maintain minimum balance. Bank executive response is good.",Blown Away!,0,"{'neg': 0.07, 'neu': 0.779, 'pos': 0.151, 'compound': 0.7178}",0.7178,Neutral,i am holding saving account with barclays bank more than 3 5 years mobile application is user friendly and is it very useful to view the countryment and fund transactions there is no charges for debit card atms are not sufficient very less and i need not to maintain minimum balance bank executive response is good ,1
Hull,Unknown,3.0,"""Good """,I am having a saving account with ANDHRA Bank for more than 3 years. For this account no need to maintain a minimum balance. I wont do  much transaction rather I use only for cylinder bill on monthly basis. Hence I use to keep some minimum amount in this account. I  get alert message on time for every transaction.,Satisfactory,1,"{'neg': 0.041, 'neu': 0.918, 'pos': 0.041, 'compound': 0.0}",0.0,Neutral,i am having a saving account with andhra bank for more than 3 years for this account no need to maintain a minimum balance i wont do much transaction rather i use only for cylinder bill on monthly basis hence i use to keep some minimum amount in this account i get alert message on time for every transaction ,0
Hull,Lloyds Bank,5.0,"""Good""",I have been using Lloyds Bank saving account for more than 4 years. No need to maintain a minimum balance on this account. I am using both net banking and mobile app both are user friendly to access. I use to get offers message from their end. There are many ATMs and branches are avail in my city.,Blown Away!,0,"{'neg': 0.043, 'neu': 0.9, 'pos': 0.056, 'compound': 0.1868}",0.1868,Neutral,i have been using lloyds bank saving account for more than 4 years no need to maintain a minimum balance on this account i am using both net banking and mobile app both are user friendly to access i use to get offers message from their end there are many atms and branches are avail in my city ,1
Peterborough,Barclays,4.0,"""Good""","I have been using savings account with Barclays for quite long time. I am maintaining minimum balance of 20k and their  service was good. If i withdrawn cash getting alert messages and they provided a debit card which can be used only in UK, overall service was good.",Great!,1,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.7906}",0.7906,Neutral,i have been using savings account with barclays for quite long time i am maintaining minimum balance of 20k and their service was good if i withdrawn cash getting alert messages and they provided a debit card which can be used only in uk overall service was good ,1
Kings Lynn,Monzo,4.5,"""Good service""",I am holding saving account with Monzo for more than 2 years. Mobile application is user friendly and is it very useful to view the countryment and fund transactions. There is no charges for debit card. ATMs are very sufficient. Bank executive response is good.,Excellent!,5,"{'neg': 0.083, 'neu': 0.737, 'pos': 0.18, 'compound': 0.7178}",0.7178,Neutral,i am holding saving account with monzo for more than 2 years mobile application is user friendly and is it very useful to view the countryment and fund transactions there is no charges for debit card atms are very sufficient bank executive response is good ,1
Hull,Santander,2.0,"""Need to improve in service""","I have taken a savings account with Santander and this is salary cums savings, no need to maintain minimum balance. Internet banking is good and customer service is average. No charges for debit card and also getting alert message for cash withdrawn.",Expected more,2,"{'neg': 0.139, 'neu': 0.751, 'pos': 0.109, 'compound': -0.1027}",-0.1027,To be Improved,i have taken a savings account with santander and this is salary cums savings no need to maintain minimum balance internet banking is good and customer service is average no charges for debit card and also getting alert message for cash withdrawn ,0
Cardiff,Santander,5.0,"""Good and reliable bank""","When I was a student, I had opened the savings account from Bank of England of UK. I never contacted the customer care for any kind of issues. I have been holding this account for almost 10 years but nowadays I'm not doing any transaction from this account. I need to maintain a minimum balance of pounds. 500. I have not activated online banking facility till now.",Blown Away!,0,"{'neg': 0.0, 'neu': 0.965, 'pos': 0.035, 'compound': 0.2732}",0.2732,Neutral,when i was a student i had opened the savings account from bank of england of uk i never contacted the customer care for any kind of issues i have been holding this account for almost 10 years but nowadays i m not doing any transaction from this account i need to maintain a minimum balance of pounds 500 i have not activated online banking facility till now ,1
Cardiff,HSBC,5.0,"""Good in private bank ""","Once I lost my debit card, I called the call centre people and they really helped me out. In the year of 2014, my company has provided me a salary account with HSBC. Its a zero balance account. I never visited their branch till now. Net banking facility was great because its easy and convenient to use.",Blown Away!,0,"{'neg': 0.039, 'neu': 0.84, 'pos': 0.12, 'compound': 0.6908}",0.6908,Neutral,once i lost my debit card i called the call centre people and they really helped me out in the year of 2014 my company has provided me a salary account with hsbc its a zero balance account i never visited their branch till now net banking facility was great because its easy and convenient to use ,1
Hull,Monzo,5.0,"""Good Account""","I have taken my savings account from Monzo bank around 5 years back because the branch was near from my place like a walk able distance. The service is very good. I need to hold the minimum balance of pounds. 1000.  I'm using the net banking facility. They are not deducting any kind of hidden charges. I can withdraw up to pounds. 50,000 from my ATM.",Blown Away!,4,"{'neg': 0.032, 'neu': 0.882, 'pos': 0.087, 'compound': 0.5563}",0.5563,Neutral,i have taken my savings account from monzo bank around 5 years back because the branch was near from my place like a walk able distance the service is very good i need to hold the minimum balance of pounds 1000 i m using the net banking facility they are not deducting any kind of hidden charges i can withdraw up to pounds 50 000 from my atm ,1
Hull,HSBC,4.0,"""Good Bank""",I have opened my savings account from HSBC and the branch is in nearby my home hence its easy to access so that i have selected this bank. Even though its a savings account but my salary is getting credited to this account. Its good to use the net banking facility and I didn't face any problem in the mobile app.,Great!,0,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8987}",0.8987,Blown Away,i have opened my savings account from hsbc and the branch is in nearby my home hence its easy to access so that i have selected this bank even though its a savings account but my salary is getting credited to this account its good to use the net banking facility and i didn t face any problem in the mobile app ,1
Chesterfield,Santander,5.0,"""Good Service""","I am using Santander saving account which i am holding from the year of 2004,  it is with me for the past 16 years. I am using net banking as well as mobile banking service both are used for money transfer. The credit card bill payment and also for recharge. Banking service is very comfortable and much satisfied.",Blown Away!,0,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.8777}",0.8777,Blown Away,i am using santander saving account which i am holding from the year of 2004 it is with me for the past 16 years i am using net banking as well as mobile banking service both are used for money transfer the credit card bill payment and also for recharge banking service is very comfortable and much satisfied ,1
Bedford,Unknown,4.5,"""Convenient banking""",I'm holding the salary account from Karnataka Bank for more than a year. The account was opened by the company and its a zero balance account hence I don't have to maintain any minimum balance. Its convenient to use the net banking facility and mobile app is working fast. I use to get immediate notification whenever I do the transaction.,Excellent!,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,i m holding the salary account from karnataka bank for more than a year the account was opened by the company and its a zero balance account hence i don t have to maintain any minimum balance its convenient to use the net banking facility and mobile app is working fast i use to get immediate notification whenever i do the transaction ,1
Cardiff,Unknown,5.0,"""Good Account""",I have selected TSB to open my savings account on 1.5 years back because its  Government bank which located near to my house. Its a zero balance account. I went to their branch to open this account and the response was superb. Its easy to access their net banking facility.,Blown Away!,6,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.7906}",0.7906,Neutral,i have selected tsb to open my savings account on 1 5 years back because its government bank which located near to my house its a zero balance account i went to their branch to open this account and the response was superb its easy to access their net banking facility ,1
Cardiff,Lloyds Bank,5.0,"""Process is good""","I have opened the salary account from Lloyds Bank in the year of 2017. From my company they have provided this account.  Its a zero balance account. Its good to use the Internet banking and mobile app facility. There will be a charges for other ATM withdrawals as per RBI rules. Through SMS, i get the notification immediately whenever I do the transaction.",Blown Away!,0,"{'neg': 0.034, 'neu': 0.918, 'pos': 0.048, 'compound': 0.2023}",0.2023,Neutral,i have opened the salary account from lloyds bank in the year of 2017 from my company they have provided this account its a zero balance account its good to use the internet banking and mobile app facility there will be a charges for other atm withdrawals as per rbi rules through sms i get the notification immediately whenever i do the transaction ,1
Stockport,Santander,4.5,"""Good account""",I have Santander Saving account for the past 9 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact for any assistance. According to my experience with this bank banking service is much comfortable and satisfied .,Excellent!,0,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.9349}",0.9349,Blown Away,i have santander saving account for the past 9 years i will be getting message alert as well as email alerts customer service is also good and getting good response if contact for any assistance according to my experience with this bank banking service is much comfortable and satisfied ,1
Hull,Unknown,4.0,"""Good salaried account""","20 years before, my company has provided me a salary account from UKn Overseas Bank. I need to hold a minimum balance of pounds. 1000 since I'm a existing customer if I'm a new customer i need to maintain a minimum balance of pounds. 5000. I have not activated the net banking and mobile app facility. I could see the branches in all the locations.",Great!,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,20 years before my company has provided me a salary account from ukn overseas bank i need to hold a minimum balance of pounds 1000 since i m a existing customer if i m a new customer i need to maintain a minimum balance of pounds 5000 i have not activated the net banking and mobile app facility i could see the branches in all the locations ,1
Stockport,Lloyds Bank,4.5,"""Best saving account""",I have opened the savings account from Lloyds Bank before 1.6 years ago and I have went to the branch directly to open this account. No need to maintain a minimum balance . Its easy to access the Internet banking and mobile app. Branch experience is also good.,Excellent!,0,"{'neg': 0.045, 'neu': 0.837, 'pos': 0.118, 'compound': 0.5574}",0.5574,Neutral,i have opened the savings account from lloyds bank before 1 6 years ago and i have went to the branch directly to open this account no need to maintain a minimum balance its easy to access the internet banking and mobile app branch experience is also good ,1
Slough,HSBC,5.0,"""Best bank ""","I am using HSBC  Bank savings account for more than 5 years. I never withdrawn cash, generally i use UPI, Net banking,  Google pay and more for an easy payment. I spoke to bank executive directly, it was good.  This overall service and responsiveness was good.",Blown Away!,0,"{'neg': 0.03, 'neu': 0.781, 'pos': 0.189, 'compound': 0.8207}",0.8207,Blown Away,i am using hsbc bank savings account for more than 5 years i never withdrawn cash generally i use upi net banking google pay and more for an easy payment i spoke to bank executive directly it was good this overall service and responsiveness was good ,1
Derby,Unknown,5.0,"""Best savings account""","I am holding  savings account with UKn bank for more than 20 years. I need to maintain minimum balance of pounds. 1,000. There is no hidden charges in this bank. I am using mobile app and it is very user friendly to access. ATM and branches are near and convenient.",Blown Away!,1,"{'neg': 0.083, 'neu': 0.85, 'pos': 0.067, 'compound': 0.046}",0.046,Neutral,i am holding savings account with ukn bank for more than 20 years i need to maintain minimum balance of pounds 1 000 there is no hidden charges in this bank i am using mobile app and it is very user friendly to access atm and branches are near and convenient ,1
Stevenage,Barclays,4.0,"""Good service""",I have been having saving account with Barclays BANK for more than 2 years. It is a zero balance account. ATM charges are avail   but usually I use to do transaction less than that and mostly I use online transaction. ATMs and branches services are good.,Great!,1,"{'neg': 0.035, 'neu': 0.878, 'pos': 0.087, 'compound': 0.5106}",0.5106,Neutral,i have been having saving account with barclays bank for more than 2 years it is a zero balance account atm charges are avail but usually i use to do transaction less than that and mostly i use online transaction atms and branches services are good ,1
Stevenage,Unknown,5.0,"""Good service""",I have been maintain a salary account with COSMOS COOPERATIVE BANK for the past 12 years. No need to maintain a minimum balance account. I am using mobile app and net banking both are good to access.  I use to get  alert message on time whenever I do a transaction.,Blown Away!,1,"{'neg': 0.047, 'neu': 0.846, 'pos': 0.108, 'compound': 0.4404}",0.4404,Neutral,i have been maintain a salary account with cosmos cooperative bank for the past 12 years no need to maintain a minimum balance account i am using mobile app and net banking both are good to access i use to get alert message on time whenever i do a transaction ,1
Telford,Lloyds Bank,5.0,"""Good account""","Opened my salary account from Lloyds Bank because my friend recommended me to chose this account. Its a zero balance account. Its good to use the net banking facility and mobile app. I went to the Angamally branch and they are responding well to the customer but in call centre, they are not giving proper response which they need to improve.",Blown Away!,0,"{'neg': 0.038, 'neu': 0.798, 'pos': 0.163, 'compound': 0.7427}",0.7427,Neutral,opened my salary account from lloyds bank because my friend recommended me to chose this account its a zero balance account its good to use the net banking facility and mobile app i went to the angamally branch and they are responding well to the customer but in call centre they are not giving proper response which they need to improve ,1
Peterborough,Unknown,4.5,"""Good service""","I hold salary account with Andhra Bank from 2013. I use mostly net banking and other app for transaction. I will not go for ATM withdrawal. Transaction are free in same bank ATM, in other bank if we exceed 5 transaction they charge pounds.21. Mobile application user friendly. The minimum balance need to maintain is pounds.1000.",Excellent!,3,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.765}",0.765,Neutral,i hold salary account with andhra bank from 2013 i use mostly net banking and other app for transaction i will not go for atm withdrawal transaction are free in same bank atm in other bank if we exceed 5 transaction they charge pounds 21 mobile application user friendly the minimum balance need to maintain is pounds 1000 ,1
Peterborough,Unknown,5.0,"""Good service""","I will get good response from BANK OF BARODA always when I reach out to branch. I am holding savings account for more than 4 years. Minimum balance need to maintain is pounds.1000, if not I will get notification message.  All same bank ATM transactions are free, it is chargeable in other bank after 5 transactions.",Blown Away!,0,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.743}",0.743,Neutral,i will get good response from bank of baroda always when i reach out to branch i am holding savings account for more than 4 years minimum balance need to maintain is pounds 1000 if not i will get notification message all same bank atm transactions are free it is chargeable in other bank after 5 transactions ,1
Basildon,Santander,5.0,"""Best savings account""",I have opened my savings account in Santander before 5 years back. My experience is very very good and I like the customer service is also good. I need to maintain a minimum balance of 3K. I took an International debit card and annual fee is there not sure .,Blown Away!,0,"{'neg': 0.039, 'neu': 0.77, 'pos': 0.192, 'compound': 0.8291}",0.8291,Blown Away,i have opened my savings account in santander before 5 years back my experience is very very good and i like the customer service is also good i need to maintain a minimum balance of 3k i took an international debit card and annual fee is there not sure ,1
Hull,Barclays,4.0,"""Growing bank""",I have opened the 811 savings account from Barclays Tesla bank. I have applied the savings account through online but i have never made any transaction till now. I don't need to visit the branch directly and i can do everything through online so i have selected this bank. I have logged on to their net banking its easy to access. Collection executive came to my place to get all my documents.,Great!,0,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.5927}",0.5927,Neutral,i have opened the 811 savings account from barclays tesla bank i have applied the savings account through online but i have never made any transaction till now i don t need to visit the branch directly and i can do everything through online so i have selected this bank i have logged on to their net banking its easy to access collection executive came to my place to get all my documents ,1
Hull,HSBC,4.0,"""Okay Account""","I have been started using the salary account from HSBC account 3.5 years ago. Its a zero balance account. I can withdraw up to pounds. 20,000 per day. Once i have visited the branch to give the change of address request and the response was okay and the staff was helpful. People doesn't have any current address proof, they must provide the option to update the address in online.",Great!,0,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.5719}",0.5719,Neutral,i have been started using the salary account from hsbc account 3 5 years ago its a zero balance account i can withdraw up to pounds 20 000 per day once i have visited the branch to give the change of address request and the response was okay and the staff was helpful people doesn t have any current address proof they must provide the option to update the address in online ,1
Cardiff,Unknown,4.0,"""Average services""","I have a savings account with Corporation Bank for past 5 years. I am using Debit card there is no transaction fee in same bank ATM withdrawal, only 3 transaction are free further they will be charging pounds.20 for each. Minimum balance need to maintain is pounds.100. Notifications are send on time.",Great!,2,"{'neg': 0.043, 'neu': 0.87, 'pos': 0.087, 'compound': 0.296}",0.296,Neutral,i have a savings account with corporation bank for past 5 years i am using debit card there is no transaction fee in same bank atm withdrawal only 3 transaction are free further they will be charging pounds 20 for each minimum balance need to maintain is pounds 100 notifications are send on time ,1
Hull,HSBC,5.0,"""Good""","My salary account is maintained in HSBC Bank for nearly 1.5 years. It is a zero balance account, no need to maintain minimum balance. Till now there was no issues, the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good.",Blown Away!,0,"{'neg': 0.119, 'neu': 0.752, 'pos': 0.129, 'compound': 0.4005}",0.4005,Neutral,my salary account is maintained in hsbc bank for nearly 1 5 years it is a zero balance account no need to maintain minimum balance till now there was no issues the rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience i am using the online service which is very good ,1
Chesterfield,HSBC,5.0,"""Good service""","I am using HSBC Bank saving account which was recently opened by myself.I am using net banking as well as mobile banking service  both are used for money transfer ,credit card bill payment and also for recharge.Customer service is also good and i am satisfied with the service so far.",Blown Away!,0,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8555}",0.8555,Blown Away,i am using hsbc bank saving account which was recently opened by myself i am using net banking as well as mobile banking service both are used for money transfer credit card bill payment and also for recharge customer service is also good and i am satisfied with the service so far ,1
Harrogate,Lloyds Bank,2.0,"""Need to improve in service""","My salary account is maintained with Lloyds Bank Bank, i am doing all my transactions through this Bank and Its been 4 years. There is no requirement for minimum balance. The branch is near to my residence. Customer service and responsiveness was not good, need to improve in their service.",Expected more,2,"{'neg': 0.088, 'neu': 0.857, 'pos': 0.055, 'compound': -0.1793}",-0.1793,To be Improved,my salary account is maintained with lloyds bank bank i am doing all my transactions through this bank and its been 4 years there is no requirement for minimum balance the branch is near to my residence customer service and responsiveness was not good need to improve in their service ,0
Harrogate,HSBC,4.0,"""Best savings account""","HSBC is a very good bank, their executive is understanding the customer concern and ready to help at any cost.  I have been using the savings account for last 4 months. I have to maintain minimum balance of 10,000 pounds.  The customer service and responsiveness are good.",Great!,0,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8906}",0.8906,Blown Away,hsbc is a very good bank their executive is understanding the customer concern and ready to help at any cost i have been using the savings account for last 4 months i have to maintain minimum balance of 10 000 pounds the customer service and responsiveness are good ,1
Basildon,Lloyds Bank,5.0,"""Good Bank""","I have opened the salary account from Lloyds Bank from many years ago and I have went to the branch to open this account. Need to maintain a minimum balance of pounds. 10,000. Its easy to access the Internet banking and mobile app.  Branch experience is not good because the employees are not proper service.",Blown Away!,0,"{'neg': 0.044, 'neu': 0.904, 'pos': 0.052, 'compound': 0.1265}",0.1265,Neutral,i have opened the salary account from lloyds bank from many years ago and i have went to the branch to open this account need to maintain a minimum balance of pounds 10 000 its easy to access the internet banking and mobile app branch experience is not good because the employees are not proper service ,1
Peterborough,Santander,3.0,"""Average Service """,I have Santander Saving account for the past 5 to 6 years .I will be getting message alert as well as email alerts.Customer service is also good and getting good response if contact  for any assistsance .According to my experience banking service is much comfortable and satisfied .,Satisfactory,1,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9349}",0.9349,Blown Away,i have santander saving account for the past 5 to 6 years i will be getting message alert as well as email alerts customer service is also good and getting good response if contact for any assistsance according to my experience banking service is much comfortable and satisfied ,0
Hereford,Santander,5.0,"""Good Bank for loan purpose""","When my father taken the housing loan, they have asked me to opened the savings account from Santander. 6 months before, i opened this account. I need to maintain a minimum balance of pounds. 3000. I don't activate the net banking facility and mobile app. When i went to the branch the service was good.",Blown Away!,1,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.4404}",0.4404,Neutral,when my father taken the housing loan they have asked me to opened the savings account from santander 6 months before i opened this account i need to maintain a minimum balance of pounds 3000 i don t activate the net banking facility and mobile app when i went to the branch the service was good ,1
Hereford,Unknown,5.0,"""Better banking experience""","Andhra bank is near to my house hence its better for me to walk in the branch. For cash deposit purpose, i have opened the savings account from this bank. I need to maintain a mandatory balance amount of pounds. 1000. I'm using the mobile banking of this bank and its easy to the fund transfer also.",Blown Away!,1,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.7269}",0.7269,Neutral,andhra bank is near to my house hence its better for me to walk in the branch for cash deposit purpose i have opened the savings account from this bank i need to maintain a mandatory balance amount of pounds 1000 i m using the mobile banking of this bank and its easy to the fund transfer also ,1
Stevenage,HSBC,3.0,"""Best savings account ""","I have been using HSBC salary account for almost 3 years. They have provided me a Internet banking, mobile banking which is good. Its a hassle free account to use because i never faced any problems till now, customer service and responsiveness was good.",Satisfactory,0,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.8849}",0.8849,Blown Away,i have been using hsbc salary account for almost 3 years they have provided me a internet banking mobile banking which is good its a hassle free account to use because i never faced any problems till now customer service and responsiveness was good ,0
Cardiff,HSBC,2.0,"""Improve on communication skills""","HSBC customer care service is not good  because I  had a deal with the branch for more than 5 times for a single issue. This was my salary account at earlier and it was converted into savings account later. I need to maintain a minimum balance of pounds. 10,000. I can withdraw up to pounds. 25,000 in a day. I get the notification immediately whenever I do the transaction.",Expected more,1,"{'neg': 0.038, 'neu': 0.91, 'pos': 0.051, 'compound': 0.2008}",0.2008,Neutral,hsbc customer care service is not good because i had a deal with the branch for more than 5 times for a single issue this was my salary account at earlier and it was converted into savings account later i need to maintain a minimum balance of pounds 10 000 i can withdraw up to pounds 25 000 in a day i get the notification immediately whenever i do the transaction ,0
Cardiff,Santander,2.0,"""Improve on employee skills""","Santander is providing a hopeless services to the customer because the people are not so knowledgeable  when I compared to other bank. If i ask for any clarification, I need to roam around 4 people to different authorities and the waiting time is very high.  I have been using this account for beyond 15 years. If we need to get any loan, this account is necessary and the availability of ATM and branches are nearby in all the place so that I chose this account. They need to improve a lot online banking.",Expected more,2,"{'neg': 0.034, 'neu': 0.934, 'pos': 0.033, 'compound': -0.0258}",-0.0258,To be Improved,santander is providing a hopeless services to the customer because the people are not so knowledgeable when i compared to other bank if i ask for any clarification i need to roam around 4 people to different authorities and the waiting time is very high i have been using this account for beyond 15 years if we need to get any loan this account is necessary and the availability of atm and branches are nearby in all the place so that i chose this account they need to improve a lot online banking ,0
Cardiff,Barclays,5.0,"""Good Service  but improve on branches""","Barclays Tesla bank account was holding by my father for few years. Since I was a nominee so I have transferred the account into my name. I need to hold the minimum balance of pounds. 10,000.  The banking service is very good. ATM services are very low which is not that much convenient and they need to work on it.",Blown Away!,0,"{'neg': 0.04, 'neu': 0.906, 'pos': 0.054, 'compound': 0.2023}",0.2023,Neutral,barclays tesla bank account was holding by my father for few years since i was a nominee so i have transferred the account into my name i need to hold the minimum balance of pounds 10 000 the banking service is very good atm services are very low which is not that much convenient and they need to work on it ,1
Derby,Unknown,5.0,"""Good Account""","I have taken my savings account from Corporation Bank on 2 years ago and this is my secondary account. Since the branch is located near to my place, so I have selected this bank. I need to maintain a minimum balance of pounds. 1000. Staffs are very helpful in the branch. I never faced any issues on the transaction. I have not used the net banking facility.",Blown Away!,1,"{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.4754}",0.4754,Neutral,i have taken my savings account from corporation bank on 2 years ago and this is my secondary account since the branch is located near to my place so i have selected this bank i need to maintain a minimum balance of pounds 1000 staffs are very helpful in the branch i never faced any issues on the transaction i have not used the net banking facility ,1
Derby,Unknown,5.0,"""Good Account""","I have opened the savings account from UKn bank when I was studying in school, because from school side, they have provided this account in the year of 2010 hence I'm continuing with the same account. Net banking facility is okay and mobile app is easy to access. Response in the branch was okay. But  I need to hold the minimum balance of pounds. 1000.",Blown Away!,1,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.431}",0.431,Neutral,i have opened the savings account from ukn bank when i was studying in school because from school side they have provided this account in the year of 2010 hence i m continuing with the same account net banking facility is okay and mobile app is easy to access response in the branch was okay but i need to hold the minimum balance of pounds 1000 ,1
Stevenage,HSBC,5.0,"""Excellent Service""",I am using HSBC Bank salary account for the past 2 years .I am using net banking service as well as mobile banking service both are very user friendly .I am using both the service for money transfer and credit card bill payment .I am satisfied with the service so far .,Blown Away!,0,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.8744}",0.8744,Blown Away,i am using hsbc bank salary account for the past 2 years i am using net banking service as well as mobile banking service both are very user friendly i am using both the service for money transfer and credit card bill payment i am satisfied with the service so far ,1
