author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
ANONYMOUS,"Jan 09, 2020",Hyderabad,Kotak,3.5,"""Excellent bank""",I have taken  Kotak Mahindra bank savings account 4 months ago hence I don't have much experience with this account. I opened this account through an online. Its a 811 account. I have activated all the digital bank facility and I applied the cheque facility through an online.  Already my documents have taken from the collection executive when he came to my home.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Pretty good,1
N T,"Jan 09, 2020",Hyderabad,review,4,"""Excellent account """,I have opened the salary account from YES bank on 15 months ago and Its a zero balance account even though I'm maintaining some amount. Still now i have not faced any issues. Recently I called the customer care to inquire about interest rate on quarter basis.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0
ASHOK,"Jan 09, 2020",Pune,HDFC Bank,5,"""Very Good Account""",I have opened my account with HDFC bank on 12 years before and it was my salary account. Since I'm employee of this bank so  they have provided me a zero balance maintenance account. I'm not using net banking facility. Before 3 years some amount got deducted in my account regarding this I called the customer care and I went to the branch but the response was very bad because they were not helpful at all. They have used unwanted words to the customer.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
ANONYMOUS,"Jan 09, 2020",Hubli,Punjab National Bank,5,"""Very Good bank""",I have taken savings account from Punjab National Bank almost 4 years before and it was my earlier company salary account later I left from the company. So  I'm doing only transaction from this account. It was a zero balance and  It was a hassle free account to use. I have not used an online banking and mobile application.,https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png,Blown Away!,4
ANONYMOUS,"Jan 09, 2020",Hubli,SBI,5,"""Very Good Account""","SBI is a good account to use because my transactions are smoothly going on. Any issues, I'm not facing from the bank side. SBI net banking service is very good. I have visited the main branch in my city and the response was prompt. Charges are there for a NEFT and IMPS transactions.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
ANONYMOUS,"Jan 09, 2020",Hubli,IDBI,5,"""Very Good Account""",I have taken the salary account from IDBI bank on one year before because my company is depositing the money in this bank. Its a zero balance account. They are not taking any extra charges. They are not providing any offers for debit card. The card transactions are smooth because I don't find any error in the POS machine.,https://static.bankbazaar.com/images/common/bank-logo/idbi.png,Blown Away!,0
SHAMEENA,"Jan 09, 2020",Bangalore,review,3,"""Need updation on the system""","Indian bank savings account  was opened almost 6 years before because the branch is located nearby my home but nowadays, I'm not doing much transaction from this account.  When I do a transactions, it shows server error sometimes. They do not have any proper customer care number to contact.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,3
SHAMEENA,"Jan 09, 2020",Bangalore,review,5,"""Easy way to contact YES bank""","I have opened my salary account with YES bank almost 2 years before. I don't need to maintain any minimum balance from this account. I never tried the net banking facility. If any kind of issue, i call the customer care service and they will do rectify it immediately. Only once i have gone to their branch to change the mobile number and block the ATM and the response was good.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
AR,"Jan 09, 2020",Bangalore,SBI,3.5,"""Need to imrpove customer service ""","I have been using SBI saving come salary account for more than 7 years. Need to maintain a minimum balance of 5K. The customer service is not good and no proper response from their end. There is lot of hidden charges are applicable on quarterly basis, they use to deduct the amount  of up to 399 rupees. ATM and branches are avail at every where.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Pretty good,0
AYUSH,"Jan 09, 2020",Mumbai,HDFC Bank,5,"""Need to improve in customer service""",I have been holding an account for a saving with HDFC bank for more than 17 months. There is no hidden charges in this bank. Being a salary account no need to maintain minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly. Need to improve in service.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,5
GH,"Jan 09, 2020",Noida,review,5,"""Good bank which not deducted any extra charges""",I am holding  savings account from UCO bank and its a good nationalized bank. Its a zero balance maintenance account. I have not experienced of their net banking and mobile app facility. I used to visit their branch on a regular basis and the response was very nice.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,3
SI,"Jan 09, 2020",Noida,Kotak,3,"""Average Banking service""",I have opened  811 savings account from Kotak Mahindra bank and my salary is getting credited into this account through NEFT transfer.  Almost 2 years before I took this account. I have not activated an  Internet banking and mobile app too. Response was really good in the branch. Its a zero balance account.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Satisfactory,0
GUNASUNDARI,"Jan 09, 2020",Chennai,review,3,"""Good Bank""","Indian Overseas Bank service is not that much good and they are charging for high of un- necessary things. Whenever i visit the branch, there was no response in the branch and they asked me to come after 2 days. I have been using this account for almost 8 years. I need to hold the minimum balance of Rs. 500.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,3
KUMAR,"Jan 08, 2020",Bangalore,review,4,"""Need to improve the service""","I have opened the savings account from Vijaya bank and I took the account for almost 5 years back. The branch is located in the nearest place so I have selected this bank. There is no proper service, because by using the app I  couldn't avail anything till now. Branch is always having a heavy crowded. They are deducting some money on a monthly basis for SMS deduction and they have deducted Rs. 600 in this last quarter.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0
KUMAR,"Jan 08, 2020",Bangalore,review,5,"""They need to address the customer service""","DBS is  very nice bank to have a account with them. I can use any ATM to withdraw the money in the earlier days, there was no charges for that but  now they are deducting Rs. 20 Rs after  5 transactions from the other ATM. There is no ATM at all for this bank. I am using the mobile app facility and its very easy to access. When I forgot the login ID, it was asking my mail id when i enter the correct id, it says please enter the correct details. Regarding this issue, i could not contact their customer care service too.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
JAI,"Jan 08, 2020",Bangalore,Kotak,5,"""Good and Nice account""",Kotak Mahindra bank service is good and they need to address the customer in the online banking. I went to their branch to open the savings account but my salary is getting credited into this account. Its a zero balance account. They have provided the cheque book in 2 days and debit card in 3 working days.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
ASHISH,"Jan 08, 2020",Indore,SBI,5,"""Best bank""","I have opened my savings account  with SBI in the year of 2009. I have selected this bank because of the good service and I can find the ATM at anywhere. I have to maintain minimum balance of Rs. 15,000. Its convenient to use their Internet banking facility, but I am using YONO application . The branch experience is fine, they helped me a lot in many thing.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
KIRAN,"Jan 08, 2020",Bangalore,Axis Bank,5,"""Good Account""",Opened my salary account in Axis Bank and using for almost 7 months and its a zero balance maintenance account. Their Internet banking facility and mobile app is nice to use. I have not visited their branch till now since i don't faced any issue till now. They are not taking any kind of un-necessary charges.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
ANONYMOUS,"Jan 08, 2020",Mumbai,SBI,1,"""Need to improve the service""",Previously i was using the Savings account from State bank of India. I'm not satisfied with their services because i have given closure request twice but they haven't processed and they have sent me a debit card to my address which i have not received. I'm not maintaining any minimum balance since i have given the closure request.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Really Bad,1
ANONYMOUS,"Jan 08, 2020",Bangalore,review,5,"""Good Account""","Whenever i visited Corporation Bank branch, they will rectify my queries immediately. Bank staffs are guiding the customers very well. Earlier in my office, they have provided me a cheque from Corporation Bank, it got cleared immediately so that i have opened the savings account from Corporation Bank. I am not using their net banking facility and mobile app.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
ANONYMOUS,"Jan 08, 2020",Bangalore,SBI,5,"""Good Account""",I have a savings account from State Bank of India and the staffs are very helpful and the manager is very friendly to the customer. I have been holding this account for a long time and i have not faced any issue. I need to maintain a minimum balance of Rs. 3000. They are not taking any un-necessary charges till now. I won't do much transaction from this account.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
T,"Jan 08, 2020",Madurai,review,5,"""Friendly bank""","Opened my savings account with RBL bank. I am having this for more than 3  years and i am maintaining minimum balance as Rs. 1000. I have  visited their branch, service was good and they helping to solve queries in any branch. Overall it is good and also recommendable.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
ANNALAKSHMI,"Jan 08, 2020",Bangalore,Kotak,4,"""Good Bank""",My salary account was opened from Kotak Mahindra bank. I went to the branch directly to open this account and the response was great from the employee side. I'm not using the Internet banking facility. Mobile app is convenient to use. They are not taking any kind of hidden charges.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,0
M S S,"Jan 08, 2020",Visakhapatnam,review,5,"""Good service""","Bank of India account is good and I'm using it for the past 2 months . I have to maintain minimum balance of Rs. 500. Their online banking facility is fast to access. When i visited their branch, the response is excellent. They are not deducting any kind of hidden charges.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,8
MADI,"Jan 08, 2020",Visakhapatnam,SBI,5,"""Best service""","I  have been utilizing SBI savings account since 10 years.  I need to maintain a minimum balance of Rs. 5000. I have activated the net banking and mobile app. There is no additional charges for the ATM withdrawals. Long back, i visited the branch and the service was good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,3
NARASIMHA,"Jan 07, 2020",Bangalore,IndusInd Bank,5,"""Satisfactory""",I am using Indusind Bank Salary account for the past 2 years .I am using net banking service  it is only used for money transfer. Even I can track transaction details through this service .There was no fraudulent transaction happened so far .If I contact customer service for any assistance  they are taking the responsibility and giving good response .,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,3
ANONYMOUS,"Jan 07, 2020",Chennai,review,4,"""Good Account""","Even if i withdraw from other ATM on a multiple times, RBL doesn't charge any amount. My friend told me that RBL savings account is good. Last month i have maintained the minimum balance of Rs. 10000 then they told me to keep only Rs. 5000. I can withdraw upto Rs. 50000 in a day from the ATM. The process was delayed for verification to provide the debit card.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2
ANONYMOUS,"Jan 07, 2020",Chennai,SBI,4,"""Okay Account""",Earlier it was my salary account from SBI after that i have converted into savings account. They are deducting money un-necessarily from my account for not maintaining the minimum balance. There is no proper customer care service and many times I'm receiving a fake calls by asking the account number and OTP so I'm not using this account much.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
ANONYMOUS,"Jan 07, 2020",Chennai,HDFC Bank,4,"""Good Account""","From my company, they have provided me a salary account in last August with HDFC BANK. Its a zero balance maintenance account. Their mobile banking facility is good and easy to activate. I called the customer care service and their response is very good. I have done lots of transaction from this account. Whenever i called them, they guide me in a proper way.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
ANONYMOUS,"Jan 07, 2020",Chennai,review,4,"""Good Account""","5 months ago, i have taken the savings account from DBS bank. My friend has recommended me about this bank since its an International bank and i can access the account everywhere. There is no charges for other ATM withdrawals. I'm maintaining a minimum balance of Rs. 5000. I do use their Internet banking facility and its good to deal.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2
ATHI,"Jan 07, 2020",Chennai,review,5,"""Service is good""","My friend has recommended me to open the salary account with Karur Vysya bank. I'm maintaining a minimum balance of Rs. 1000. I have not experienced net banking but their net banking facility is easy to use. On a rarely basis, i used to visit their branch and the response is nice.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
S P,"Jan 07, 2020",Bangalore,HDFC Bank,5,"""Blindly go with HDFC in terms of service""","6 years before, i have opened the salary account from HDFC. It is a zero balance account. I didn't called the customer care service but they do have a separate mail service hence i have used it. If i use the net banking facility, there is a option called to mail box, through that i used to communicate with them regarding my queries. Whatever they are promised time like 48 hours, before that i get a genuine response and if i need any further assistance, they will call me if i mentioned in the mail.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
S KUMAR D,"Jan 07, 2020",Gurgaon,review,5,"""Good bank""",I have Federal Bank account for the last 5 years. I have both salary and saving account. I am satisfied with the customer service and responsiveness.Their online service like internet banking is easy to use and it is very fast also overall doing good!,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,8
ANONYMOUS,"Jan 07, 2020",Kolkata,HDFC Bank,5,"""Better Account""","I use my salary account with HDFC for almost 16 years. There is no need to maintain any minimum balance. Their net banking facility is very good and mobile app is better. I visited their branch and the response was prompt. They are not deducing any hidden charges. I can withdraw upto Rs. 10,000 in a day.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
ANG,"Jan 07, 2020",Bangalore,SBI,5,"""Good bank""","I have been holding a saving account with SBI. I need to maintain a minimum balance of 5K, if not charges are applicable. There is some hidden charges are available on monthly basis of 120 rupees. Net banking service is good. I am not aware about ATM charges.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,1
ANONYMOUS,"Jan 07, 2020",Haridwar,SBI,4,"""They need to improve a lot""",I will not recommend SBI account to anyone because I'm not satisfied with their banking services first of all the employers are providing late services to the customer. I have opened the account 7 years before with the help of my father since I'm not aware of the banking system. I'm maintaining a minimum balance of Rs. 1000. I don't get the sufficient money from the ATM and the behavior of the employee needs to be changed.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,1
TOUT,"Jan 07, 2020",Bangalore,HDFC Bank,5,"""Good bank """,I am holding a salary  account  with HDFC  bank for more than 5 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
B S,"Jan 07, 2020",Haridwar,HDFC Bank,5,"""Excellent service""",I use my salary account with HDFC for more than 1 year. Their net banking facility is good to use. I have visited my home branch and the response was really good. Its a salary account so no minimum balance required but  I'm maintaining a minimum balance of Rs. 10000. Their mobile app is convenient to access in all the places.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
MURUGAN,"Jan 07, 2020",Madurai,review,3,"""Need to decrease interest charge""",I have opened a saving account with CITY UNION Bank on 2 years before. There is no need to maintain a minimum balance. But service charges are applicable of up to 300 rupees on monthly basis.  ATM and branches services are good.  Each and every transaction is safe and secured.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,0
KULANTHAIVEL,"Jan 07, 2020",Madurai,Canara Bank,5,"""Need to decrease interest charge""",I am holding salary account with Canara  bank for more than 6 years. There is some hidden charges are avail. No need to maintain a minimum balance on this account. I use to get alert message on time from bank for each transaction. There are service charge are applicable on monthly basis of 200 - 300 rupees which is high.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,0
THIVA,"Jan 06, 2020",Thanjavur,HDFC Bank,5,"""Good Service""",I am holding a salary account with HDFC bank for more than 1 year. There is no hidden charges in this bank. It is a  minimum balance account. I am not using mobile app yet. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
KAR,"Jan 06, 2020",Thanjavur,review,5,"""Good Service""",I am holding saving account with Bank of India for past 3 years. Previous it was salary account now changed to savings. Need to maintain a minimum of 500 rupees. SMS charges are applicable of up to 127 rupees on quarterly basis. ATM charges are applicable if I use the debit card for more than 5 times in a month.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,5
DEEPIKA,"Jan 06, 2020",Hyderabad,HDFC Bank,5,"""Good bank""","I am using  HDFC bank saving account for almost 4 years. I have not faced any issues till now.  Since i have a salary account, so no need to maintain Its a zero balance account. There won't be any hidden charges. Customer service and responsiveness are  good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,1
PAKA,"Jan 06, 2020",Hyderabad,SBI,4,"""Need to decrease interest charge""",I have been holding a saving account with SBI for more than 12 years. It is a zero balance account. There is some hidden charges are applicable. I am not using mobile app and net banking yet. ATM charges are applicable if I use more than 4 times in a month.  I would suggest to reduce charges for this account.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
F D,"Jan 06, 2020",Pondicherry,HDFC Bank,5,"""Good Account""",Customer will get all kind of offers through messages from HDFC bank.  I can activate all the facilities through mobile app and online banking. They won't allow the customer to go other bank. Interest rate is less for an existing customer  when I compared to other banks. I have not faced any issue as of now.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
K PATEL,"Jan 06, 2020",Ahmedabad,HDFC Bank,5,"""Excellent Service""",I have HDFC Bank Salary account which i am using for the past 3 years .I am using net banking service as well as mobile banking service  both are used for credit card bill payment and money transfer .There was no fraudulent transaction happend so far .Each transaction is safe and secure and if contact customer service for any assistance will get proper acknowledgement .,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
AR,"Jan 06, 2020",Tirunelveli,Kotak,5,"""Transaction is smooth""",I have been holding a saving account with KOTAK bank for more than a year. I have to maintain a minimum balance of 10K in this account. Their service is good. But there is no much ATMs near my place. It is user friendly to access.  I use to get an alert message on time from their end.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
MAR,"Jan 06, 2020",Tirunelveli,SBI,5,"""Good bank """,I have been holding a saving account with SBI for more than 5 years. No need to maintain a minimum balance for this account and no hidden charges as well. ATM and branches services are good. I am using mobile app and net banking both are user friendly to access.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
AV,"Jan 06, 2020",Tirunelveli,Axis Bank,4.5,"""Need to decrease interest charge """,I have opened a salary account from AXIS bank on 4 years before. It is zero balance account and there is some hidden charges are applicable for transaction purpose and it was high in this bank. I use to get offer message from bank end. ATM and branches are far to reach them directly.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Excellent!,0
J J,"Jan 06, 2020",Thiruvananthapuram,HDFC Bank,5,"""Good Account""","Opened my salary account with HDFC bank and i have been using this account since 2016. They are not taking any hidden charges. Its good to use the Internet banking and mobile app facility. There is no need of maintaining any minimum balance. In the branch, response was good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
ANONYMOUS,"Jan 05, 2020",New delhi,Punjab National Bank,5,"""One of the old bank in India""",Earlier it was my salary account from Punjab National bank and now i have converted into savings account and the service is good since i hold the account for more than 15 years. Its quite convenient to use the  Internet banking facility. Response in the branch was really good.,https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png,Blown Away!,5
MURALIDHARAN,"Jan 05, 2020",Bangalore,SBI,5,"""Overall Good Account""","Above 25 years, i have been utilizing the benefits from SBI salary account. In this account, i need to maintain a minimum balance of Rs. 1000. I am not activated the net banking facility and mobile app. There is no additional charges for the ATM withdrawals. Very long back, i visited their branch and the response was very good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
ANONYMOUS,"Jan 05, 2020",Bangalore,SBI,4,"""Time being account""","I opened the savings account from State bank of India and its been 2 years. In SBI, i need to maintain a minimum balance amount. I'm not using this account much because if i withdraw the money of minimum balance, they are charging some  amount. SBI banking services are average because their rules and regulations are not familiar with the new generation customer.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
ANONYMS,"Jan 05, 2020",Bangalore,Canara Bank,4,"""Good Account""","From previous company, they have provided me a salary account from Canara bank and i hold this account for almost 2 years. Its a zero balance maintenance account and the benefits are compared to other bank its less. They are charging me a additional charges of Rs. 89 for SMS alerts, applying the cheque book. There is no free service request from Canara bank.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Great!,1
ANONYMS,"Jan 05, 2020",Bangalore,Kotak,5,"""100% trusted bank for a family""","From Kotak Mahindra bank, i have been using the salary account for 3.5 years. They are giving good services to the customer in terms of any services and charges. As i observed, Kotak is the first bank which gives higher interest rates based on the transaction in the savings account. They are giving more than 8% interest.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
ANONYMOUS,"Jan 05, 2020",Hyderabad,Citibank,5,"""Good service""",I get buy 1 get 1 movie tickets offer in my CITI debit card. The minimum balance have to maintain is 1 lakh. I can convert into zero balance account giving the request to bank without any charges but there is a condition like I can use it for only one transaction. If it exceeds 5 transaction in a month then automatically changed to normal account. The penalty charges are very less so I am holding this account for past 6 years.,https://static.bankbazaar.com/images/common/bank-logo/citibank.png,Blown Away!,0
A,"Jan 05, 2020",Bangalore,HDFC Bank,5,"""Ultra business mind""","I have a salary account with HDFC BANK and they have provided me an option for zero balance family account where I can add 3 members under my Id.  Initially need to pay Rs.5000 after the process, I can withdraw the amount. If my salary account becomes dormant then family members account type will be changed to normal with a minimum balance maintenance.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
Mahashweta maity,"Jan 04, 2020",Kolkata,review,0.5,"""Deduction of amount""",DCB Bank is Just a chitfund not a bank.. Without any concern takes away the money from sb account... Need to complain for the same 100 times ..then they again pay back the amount after 3/4 months.. without any interest.never do any business with this bank..,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Unacceptable,3
ANUJ,"Jan 04, 2020",New delhi,review,4,"""Best  Service""",I have Karuyr Vysya Bank Saving account which i am using for the past 6 years .My salary will be credited to this account. I will be getting message alert as well as email for all transactions .If I contact customer service for any assistance will be getting good acknowledgement.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,1
S K P,"Jan 04, 2020",Visakhapatnam,HDFC Bank,5,"""Best in industry""","Using my HDFC saving account for almost 5 years. I have not faced any issues till now. Its a zero balance account. There won't be any hidden charges. , i never get charged for any other ATM withdrawal. I have  visited HDFC branch till now service is good. I called their customer care and the response is so good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,3
VIK,"Jan 04, 2020",Lucknow,Punjab National Bank,5,"""Excellent Service""","I have Punjab National Bank Salary account for the past 12 years.I am using net banking service as well as mobile banking service.I am using this service for money transfer ,recharge and for credit card bill payment .I am satisfied with the banking service.Each transaction is very safe and secured always.",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png,Blown Away!,1
A,"Jan 04, 2020",New delhi,review,3,"""Good """,I am holding a salary account  with   INDIAN OVERSEAS Bank for more than 7 years. There is no any hidden charges in this bank. It is a  zero balance account. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,2
ARI,"Jan 04, 2020",New delhi,Axis Bank,5,"""Good ""","I have been holding a saving account with AXIS bank for more than 3 years. Need to maintain a minimum balance of 5K. Sometime hidden charges are applicable, yearly  once they  use to charge.  ATM charges are applicable, if I used for more than 5 times in a month.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
N NARASIMHA,"Jan 04, 2020",Bangalore,SBI,2,"""Not Satisfied""",I have SBI saving account which i am using for the past 4 years .I will be getting message alert for all transactions .customer service is also average and each transaction is safe and secure .Banking service is also average and  not undergone any difficulties on using this account .,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,0
N  NARASIMHA,"Jan 04, 2020",Bangalore,review,5,"""Excellent Service""","I have Federal Bank saving account recently. I am only using  their net banking service on this account .If have any query, i will reach to contact customer service and getting good response .Each and every transaction is safe and secure .Everything is good on this bank account so far.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,5
MHATRE,"Jan 03, 2020",Mumbai,Axis Bank,5,"""Good Account""","From Axis bank, i am holding my salary account and its a zero balance account. They haven't deducted any kind of hidden charges. I can withdraw upto Rs. 50000 in a day from the ATM.  Response in the branch was really good. When i contacted the customer care, the response is good and its easy to connect with them.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,3
S DOULA,"Jan 03, 2020",Bangalore,Canara Bank,3,"""Good Service""",I am using Canara bank salary account and will be getting only message alert for my transaction. Customer service is also good and getting good response .I have not faced any fraudulent transaction so far and am getting prompt reply from customer support whenever i reach them for queries.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Satisfactory,0
ANONYMOUS,"Jan 03, 2020",Visakhapatnam,SBI,4,"""Good Service""","My salary account is with State bank of India and i have opened it 6 years back in the year of 2013. Its a zero balance account. Its good to use the Internet banking facility and mobile app. At the time of opening the account, i have visited the branch and the response was fine. They took almost 1 week to provide the cheque book, debit card, net banking facility.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
Y T P,"Jan 03, 2020",Bangalore,review,5,"""Very Good Bank""",Bharath Co-operative Savings Account is a very good bank because whenever i visit their branch for any clarifications they will rectify clearly and they confirm that whether customer understand the answer. They are giving a interest rate every three months once based on the quarterly balance maintenance. I won't withdraw the money from other bank ATM hence I'm not aware of those charges.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
POOJARI,"Jan 03, 2020",Bangalore,review,5,"""Good Account""","In my native place, ATM and branch is available so that i have chosen Vijaya bank as my savings account. When i keep the balance of some amount in this account, monthly they are giving some interest rate. Staffs are giving good response in the branch. No hidden charges will be deducted on this account.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
THUKRA,"Jan 03, 2020",Bangalore,SBI,5,"""Good Account """,Earlier i was opened my State Bank of India as an savings account after that i have converted into salary account. Monthly i am maintaining a some balance of Rs. 5000 even though the required amount is Rs. 3000. I have been using this account for just 1 year. Its good to use their Internet banking facility. I can find ATMs in all the places.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
M P,"Jan 03, 2020",Hyderabad,HDFC Bank,5,"""Nice Account""",Its been more than 3 years since i have a salary account with HDFC. I do visit the HDFC branch so many times and the response was good. Its quite comfortable to use their net banking facility. They are not deducting any kind of hidden charges.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,1
D S M,"Jan 03, 2020",Chennai,IndusInd Bank,3,"""Good Account""","10 days before, In my new company they have provided me a salary account with Indusind bank. I have not used this account that much. Its a zero balance account. Online banking facility is bit low compared to others. When i have given request for cheque book , its getting closed automatically. Mobile app is not easy to access and its getting buffer for a long time.",https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Satisfactory,4
D S M,"Jan 03, 2020",Chennai,HDFC Bank,5,"""Good Bank""","1 year ago, my company has provided me a salary account from HDFC bank. Its a hassle free account to use. Its a zero balance account. HDFC net banking and mobile app is superb. I have not visited their branch till now and never interacted with their call centre people till now.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
SWAMY,"Jan 02, 2020",Bangalore,SBI,4,"""Good saving account ""","SBI is providing a good service.  I have been holding a saving account for more than a year. Need to maintain a minimum balance of 5K.  If I go to any place in Karnataka, I could find many ATM's.  I use to get alert message on time from bank end for each transaction.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
RANGA,"Jan 02, 2020",Bangalore,Axis Bank,4,"""Good """,I am holding a salary  account  with  AXIS  bank for more than 3  years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.  Each transaction is secured.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0
KIRAN,"Jan 02, 2020",Bangalore,Kotak,2,"""Need to decrease charge """,I have opened a saving account  for a personal use with KOTAK Mahindra Bank and I am using it for more than one year. Need to maintain a minimum balance of 10K charges are high. Am not doing much transaction in this account and keep on getting update from bank end to do some transaction.  There is no hidden charges.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Expected more,1
P  DEB,"Jan 02, 2020",Agartala,SBI,5,"""Best  Service""",I have State Bank Of India Salary account which i am using for the past 10 years only.There will be message alert for all transactions.Each and every transaction is safe and secure .If have any query and try to contact customer  service will be getting good response .There was no fraudulent transaction undergone so far.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
